desc,municipio,aglomeracion_urbana,estado
Esperanza de vida al nacer,71.98,71.98,Piedras Negras
Tasa de mortalidad de menores de 5 años,58.59,57.16,Piedras Negras
Educación,84.85,81.29,Piedras Negras
Tasa de alfabetización,96.9,96.76,Piedras Negras
Promedio de años de escolaridad,72.79,65.82,Piedras Negras
Seguridad y protección,57.6,57.23,Piedras Negras
Tasa de homicidios,57.6,57.23,Piedras Negras
Espacio público,35.25,31.67,Piedras Negras
Accesibilidad al espacio público abierto,49.53,41.63,Piedras Negras
Áreas verdes per cápita,20.97,21.71,Piedras Negras
EQUIDAD E INCLUSIÓN SOCIAL,77.41,77.82,Piedras Negras
Equidad económica,54.5,56.15,Piedras Negras
Coeﬁciente de Gini,58.11,63.11,Piedras Negras
Tasa de pobreza,50.89,49.19,Piedras Negras
Inclusión social,81.28,80.56,Piedras Negras
Viviendas en barrios precarios,94.91,93.52,Piedras Negras
Desempleo juvenil,67.66,67.6,Piedras Negras
Inclusión de género,96.44,96.74,Piedras Negras
Inscripción equitativa en educación a nivel secundario,96.44,96.74,Piedras Negras
SOSTENIBILIDAD AMBIENTAL,45.78,41.67,Piedras Negras
Calidad del aire,47.03,47.03,Piedras Negras
Número de estaciones de monitoreo,0.0,0.0,Piedras Negras
Concentraciones de material particulado,95.0,95.0,Piedras Negras
Concentración de CO2,46.08,46.08,Piedras Negras
Manejo de residuos,90.3,77.98,Piedras Negras
Recolección de residuos sólidos,98.65,86.72,Piedras Negras
Tratamiento de aguas residuales,81.95,69.24,Piedras Negras
Energía,0.0,0.0,Piedras Negras
Proporción de generación de energía renovable,0.0,0.0,Piedras Negras
GOBERNANZA Y LEGISLACIÓN URBANA,25.96,28.07,Piedras Negras
Participación y rendición de cuentas,40.89,42.98,Piedras Negras
Participación electoral,40.89,42.98,Piedras Negras
Capacidad institucional y ﬁnanzas municipales,37.0,41.22,Piedras Negras
Recaudación de ingresos propios,5.99,10.63,Piedras Negras
Deuda subnacional,16.01,22.28,Piedras Negras
Eﬁciencia del gasto local,89.0,90.74,Piedras Negras
Gobernanza de la urbanización,0.0,0.0,Piedras Negras
Eﬁciencia en el uso de suelo,0.0,0.0,Piedras Negras
PRODUCTIVIDAD,75.27,63.82,Ramos Arizpe
Crecimiento económico,79.95,60.4,Ramos Arizpe
Producto urbano per cápita,87.69,57.69,Ramos Arizpe
Relación de dependencia de la tercera edad,72.21,63.11,Ramos Arizpe
Aglomeración económica,76.85,71.05,Ramos Arizpe
Densidad económica,76.85,71.05,Ramos Arizpe
Empleo,69.02,63.43,Ramos Arizpe
Tasa de desempleo,77.69,72.75,Ramos Arizpe
Relación empleo-población,60.35,54.11,Ramos Arizpe
INFRAESTRUCTURA DE DESARROLLO,49.02,54.62,Ramos Arizpe
Infraestructura de vivienda,76.78,79.73,Ramos Arizpe
Vivienda durable,99.86,98.14,Ramos Arizpe
Acceso a agua mejorada,97.86,95.11,Ramos Arizpe
Espacio habitable suﬁciente,100.0,100.0,Ramos Arizpe
Densidad poblacional,9.41,25.66,Ramos Arizpe
Infraestructura social,41.49,55.2,Ramos Arizpe
Densidad de médicos,41.49,55.2,Ramos Arizpe
Infraestructura de comunicaciones,31.64,35.01,Ramos Arizpe
Acceso a Internet,19.84,26.57,Ramos Arizpe
Velocidad de banda ancha promedio,43.44,43.44,Ramos Arizpe
Movilidad urbana,43.76,45.58,Ramos Arizpe
Longitud de transporte masivo,0.0,0.0,Ramos Arizpe
Fatalidades de tránsito,87.52,91.15,Ramos Arizpe
Forma urbana,51.41,57.58,Ramos Arizpe
Densidad de la interconexión vial,78.79,87.6,Ramos Arizpe
Densidad vial,19.6,30.84,Ramos Arizpe
Superﬁcie destinada a vías,55.83,54.29,Ramos Arizpe
CALIDAD DE VIDA,55.42,60.6,Ramos Arizpe
Salud,64.36,65.22,Ramos Arizpe
Esperanza de vida al nacer,71.98,71.98,Ramos Arizpe
Tasa de mortalidad de menores de 5 años,56.74,58.47,Ramos Arizpe
Educación,84.28,84.34,Ramos Arizpe
Tasa de alfabetización,95.84,96.6,Ramos Arizpe
Promedio de años de escolaridad,72.71,72.07,Ramos Arizpe
Seguridad y protección,53.06,61.16,Ramos Arizpe
Tasa de homicidios,53.06,61.16,Ramos Arizpe
Espacio público,19.98,31.68,Ramos Arizpe
Accesibilidad al espacio público abierto,15.39,36.4,Ramos Arizpe
Áreas verdes per cápita,24.57,26.97,Ramos Arizpe
EQUIDAD E INCLUSIÓN SOCIAL,71.04,74.03,Ramos Arizpe
Equidad económica,45.52,49.89,Ramos Arizpe
Coeﬁciente de Gini,47.05,53.23,Ramos Arizpe
Tasa de pobreza,43.98,46.54,Ramos Arizpe
Inclusión social,84.01,78.96,Ramos Arizpe
Viviendas en barrios precarios,98.67,95.77,Ramos Arizpe
Desempleo juvenil,69.36,62.14,Ramos Arizpe
Inclusión de género,83.57,93.25,Ramos Arizpe
Inscripción equitativa en educación a nivel secundario,83.57,93.25,Ramos Arizpe
SOSTENIBILIDAD AMBIENTAL,49.86,30.8,Ramos Arizpe
Calidad del aire,55.54,21.43,Ramos Arizpe
Número de estaciones de monitoreo,,0.0,Ramos Arizpe
Concentraciones de material particulado,65.0,18.23,Ramos Arizpe
Concentración de CO2,46.08,46.08,Ramos Arizpe
Manejo de residuos,94.05,70.95,Ramos Arizpe
Recolección de residuos sólidos,88.11,94.35,Ramos Arizpe
Tratamiento de aguas residuales,100.0,47.56,Ramos Arizpe
Energía,0.0,0.0,Ramos Arizpe
Proporción de generación de energía renovable,0.0,0.0,Ramos Arizpe
GOBERNANZA Y LEGISLACIÓN URBANA,32.77,30.03,Ramos Arizpe
Participación y rendición de cuentas,56.84,48.55,Ramos Arizpe
Participación electoral,56.84,48.55,Ramos Arizpe
Capacidad institucional y ﬁnanzas municipales,41.48,41.55,Ramos Arizpe
Recaudación de ingresos propios,40.33,29.79,Ramos Arizpe
Deuda subnacional,14.1,2.12,Ramos Arizpe
Eﬁciencia del gasto local,70.0,92.73,Ramos Arizpe
Gobernanza de la urbanización,0.0,0.0,Ramos Arizpe
Eﬁciencia en el uso de suelo,0.0,0.0,Ramos Arizpe
PRODUCTIVIDAD,62.54,63.82,Saltillo
Crecimiento económico,55.77,60.4,Saltillo
Producto urbano per cápita,48.48,57.69,Saltillo
Relación de dependencia de la tercera edad,63.05,63.11,Saltillo
Aglomeración económica,68.94,71.05,Saltillo
Densidad económica,68.94,71.05,Saltillo
Empleo,62.9,63.43,Saltillo
Tasa de desempleo,71.96,72.75,Saltillo
Relación empleo-población,53.83,54.11,Saltillo
INFRAESTRUCTURA DE DESARROLLO,55.74,54.62,Saltillo
Infraestructura de vivienda,81.74,79.73,Saltillo
Vivienda durable,98.09,98.14,Saltillo
Acceso a agua mejorada,94.84,95.11,Saltillo
Espacio habitable suﬁciente,100.0,100.0,Saltillo
Densidad poblacional,34.05,25.66,Saltillo
Infraestructura social,56.9,55.2,Saltillo
Densidad de médicos,56.9,55.2,Saltillo
Infraestructura de comunicaciones,35.65,35.01,Saltillo
Acceso a Internet,27.87,26.57,Saltillo
Velocidad de banda ancha promedio,43.44,43.44,Saltillo
Movilidad urbana,45.8,45.58,Saltillo
Longitud de transporte masivo,0.0,0.0,Saltillo
Fatalidades de tránsito,91.6,91.15,Saltillo
Forma urbana,58.58,57.58,Saltillo
Densidad de la interconexión vial,89.44,87.6,Saltillo
Densidad vial,32.01,30.84,Saltillo
Superﬁcie destinada a vías,54.29,54.29,Saltillo
CALIDAD DE VIDA,63.65,60.6,Saltillo
Salud,65.4,65.22,Saltillo
Esperanza de vida al nacer,71.98,71.98,Saltillo
Tasa de mortalidad de menores de 5 años,58.82,58.47,Saltillo
Educación,89.09,84.34,Saltillo
Tasa de alfabetización,96.82,96.6,Saltillo
Promedio de años de escolaridad,81.36,72.07,Saltillo
Seguridad y protección,63.65,61.16,Saltillo
Tasa de homicidios,63.65,61.16,Saltillo
Espacio público,36.46,31.68,Saltillo
Accesibilidad al espacio público abierto,45.81,36.4,Saltillo
Áreas verdes per cápita,27.11,26.97,Saltillo
EQUIDAD E INCLUSIÓN SOCIAL,73.62,74.03,Saltillo
Equidad económica,47.91,49.89,Saltillo
Coeﬁciente de Gini,48.24,53.23,Saltillo
Tasa de pobreza,47.58,46.54,Saltillo
Inclusión social,78.33,78.96,Saltillo
Viviendas en barrios precarios,95.67,95.77,Saltillo
Desempleo juvenil,61.0,62.14,Saltillo
Inclusión de género,94.6,93.25,Saltillo
Inscripción equitativa en educación a nivel secundario,94.6,93.25,Saltillo
SOSTENIBILIDAD AMBIENTAL,28.71,30.8,Saltillo
Calidad del aire,15.36,21.43,Saltillo
Número de estaciones de monitoreo,0.0,0.0,Saltillo
Concentraciones de material particulado,0.0,18.23,Saltillo
Concentración de CO2,46.08,46.08,Saltillo
Manejo de residuos,70.76,70.95,Saltillo
Recolección de residuos sólidos,95.64,94.35,Saltillo
Tratamiento de aguas residuales,45.89,47.56,Saltillo
Energía,0.0,0.0,Saltillo
Proporción de generación de energía renovable,0.0,0.0,Saltillo
GOBERNANZA Y LEGISLACIÓN URBANA,29.55,30.03,Saltillo
Participación y rendición de cuentas,47.32,48.55,Saltillo
Participación electoral,47.32,48.55,Saltillo
Capacidad institucional y ﬁnanzas municipales,41.34,41.55,Saltillo
Recaudación de ingresos propios,27.01,29.79,Saltillo
Deuda subnacional,0.0,2.12,Saltillo
Eﬁciencia del gasto local,97.0,92.73,Saltillo
Gobernanza de la urbanización,0.0,0.0,Saltillo
Eﬁciencia en el uso de suelo,0.0,0.0,Saltillo
PRODUCTIVIDAD,61.57,56.57,Torreón
Crecimiento económico,54.81,50.77,Torreón
Producto urbano per cápita,52.26,43.73,Torreón
Relación de dependencia de la tercera edad,57.36,57.81,Torreón
Aglomeración económica,70.49,66.61,Torreón
Densidad económica,70.49,66.61,Torreón
Empleo,59.42,58.12,Torreón
Tasa de desempleo,66.29,67.34,Torreón
Relación empleo-población,52.54,48.91,Torreón
INFRAESTRUCTURA DE DESARROLLO,63.4,62.2,Torreón
Infraestructura de vivienda,80.63,79.07,Torreón
Vivienda durable,91.35,86.92,Torreón
Acceso a agua mejorada,98.97,98.66,Torreón
Espacio habitable suﬁciente,100.0,100.0,Torreón
Densidad poblacional,32.19,30.71,Torreón
Infraestructura social,72.76,65.64,Torreón
Densidad de médicos,72.76,65.64,Torreón
Infraestructura de comunicaciones,36.29,33.42,Torreón
Acceso a Internet,29.13,23.39,Torreón
Velocidad de banda ancha promedio,43.44,43.44,Torreón
Movilidad urbana,47.47,44.52,Torreón
Longitud de transporte masivo,0.0,0.0,Torreón
Fatalidades de tránsito,94.94,89.04,Torreón
Forma urbana,79.83,88.35,Torreón
Densidad de la interconexión vial,100.0,100.0,Torreón
Densidad vial,62.74,71.45,Torreón
Superﬁcie destinada a vías,76.74,93.61,Torreón
CALIDAD DE VIDA,66.25,64.15,Torreón
Salud,63.05,63.75,Torreón
Esperanza de vida al nacer,71.98,71.3,Torreón
Tasa de mortalidad de menores de 5 años,54.12,56.2,Torreón
Educación,89.09,86.77,Torreón
Tasa de alfabetización,97.26,96.58,Torreón
Promedio de años de escolaridad,80.93,76.95,Torreón
Seguridad y protección,51.93,52.07,Torreón
Tasa de homicidios,51.93,52.07,Torreón
Espacio público,60.94,54.03,Torreón
Accesibilidad al espacio público abierto,100.0,90.63,Torreón
Áreas verdes per cápita,21.87,17.44,Torreón
EQUIDAD E INCLUSIÓN SOCIAL,71.11,69.97,Torreón
Equidad económica,45.0,47.36,Torreón
Coeﬁciente de Gini,45.52,52.87,Torreón
Tasa de pobreza,44.48,41.85,Torreón
Inclusión social,74.85,74.06,Torreón
Viviendas en barrios precarios,95.37,92.96,Torreón
Desempleo juvenil,54.34,55.16,Torreón
Inclusión de género,93.47,88.49,Torreón
Inscripción equitativa en educación a nivel secundario,93.47,88.49,Torreón
SOSTENIBILIDAD AMBIENTAL,45.52,41.36,Torreón
Calidad del aire,48.69,48.69,Torreón
Número de estaciones de monitoreo,100.0,100.0,Torreón
Concentraciones de material particulado,0.0,0.0,Torreón
Concentración de CO2,46.08,46.08,Torreón
Manejo de residuos,87.86,75.38,Torreón
Recolección de residuos sólidos,96.43,90.01,Torreón
Tratamiento de aguas residuales,79.29,60.76,Torreón
Energía,0.0,0.0,Torreón
Proporción de generación de energía renovable,0.0,0.0,Torreón
GOBERNANZA Y LEGISLACIÓN URBANA,35.95,35.21,Torreón
Participación y rendición de cuentas,53.77,52.72,Torreón
Participación electoral,53.77,52.72,Torreón
Capacidad institucional y ﬁnanzas municipales,54.09,52.9,Torreón
Recaudación de ingresos propios,57.59,49.09,Torreón
Deuda subnacional,6.69,14.27,Torreón
Eﬁciencia del gasto local,98.0,95.33,Torreón
Gobernanza de la urbanización,0.0,0.0,Torreón
Eﬁciencia en el uso de suelo,0.0,0.0,Torreón
PRODUCTIVIDAD,59.0,53.63,Colima
Crecimiento económico,42.35,41.16,Colima
Producto urbano per cápita,38.47,29.68,Colima
Relación de dependencia de la tercera edad,46.22,52.64,Colima
Aglomeración económica,62.34,58.41,Colima
Densidad económica,62.34,58.41,Colima
Empleo,72.32,73.77,Colima
Tasa de desempleo,81.91,82.69,Colima
Relación empleo-población,62.73,64.84,Colima
INFRAESTRUCTURA DE DESARROLLO,77.63,69.67,Colima
Infraestructura de vivienda,77.47,77.7,Colima
Vivienda durable,81.86,82.14,Colima
Acceso a agua mejorada,99.66,99.36,Colima
Espacio habitable suﬁciente,100.0,100.0,Colima
Densidad poblacional,28.36,29.29,Colima
Infraestructura social,100.0,73.79,Colima
Densidad de médicos,100.0,73.79,Colima
Infraestructura de comunicaciones,38.54,37.36,Colima
Acceso a Internet,33.64,31.29,Colima
Velocidad de banda ancha promedio,43.44,43.44,Colima
Movilidad urbana,96.93,80.99,Colima
Longitud de transporte masivo,,,Colima
Fatalidades de tránsito,96.93,80.99,Colima
Forma urbana,75.2,78.49,Colima
Densidad de la interconexión vial,100.0,100.0,Colima
Densidad vial,63.56,73.42,Colima
Superﬁcie destinada a vías,62.05,62.05,Colima
CALIDAD DE VIDA,73.3,71.56,Colima
Salud,66.48,68.04,Colima
Esperanza de vida al nacer,73.35,73.35,Colima
Tasa de mortalidad de menores de 5 años,59.62,62.74,Colima
Educación,85.14,80.33,Colima
Tasa de alfabetización,95.63,95.57,Colima
Promedio de años de escolaridad,74.64,65.09,Colima
Seguridad y protección,63.91,61.33,Colima
Tasa de homicidios,63.91,61.33,Colima
Espacio público,77.65,76.52,Colima
Accesibilidad al espacio público abierto,100.0,100.0,Colima
Áreas verdes per cápita,55.31,53.03,Colima
EQUIDAD E INCLUSIÓN SOCIAL,70.29,74.54,Colima
Equidad económica,49.75,53.79,Colima
Coeﬁciente de Gini,46.24,55.38,Colima
Tasa de pobreza,53.25,52.21,Colima
Inclusión social,85.61,86.62,Colima
Viviendas en barrios precarios,94.77,93.62,Colima
Desempleo juvenil,76.44,79.61,Colima
Inclusión de género,75.52,83.22,Colima
Inscripción equitativa en educación a nivel secundario,75.52,83.22,Colima
SOSTENIBILIDAD AMBIENTAL,52.06,49.82,Colima
Calidad del aire,57.69,57.69,Colima
Número de estaciones de monitoreo,50.0,50.0,Colima
Concentraciones de material particulado,77.0,77.0,Colima
Concentración de CO2,46.08,46.08,Colima
Manejo de residuos,98.49,91.76,Colima
Recolección de residuos sólidos,98.67,98.51,Colima
Tratamiento de aguas residuales,98.31,85.01,Colima
Energía,0.0,0.0,Colima
Proporción de generación de energía renovable,0.0,0.0,Colima
GOBERNANZA Y LEGISLACIÓN URBANA,38.92,39.59,Colima
Participación y rendición de cuentas,60.98,61.81,Colima
Participación electoral,60.98,61.81,Colima
Capacidad institucional y ﬁnanzas municipales,43.54,44.72,Colima
Recaudación de ingresos propios,28.41,19.25,Colima
Deuda subnacional,2.21,15.84,Colima
Eﬁciencia del gasto local,100.0,99.05,Colima
Gobernanza de la urbanización,12.25,12.25,Colima
Eﬁciencia en el uso de suelo,12.25,12.25,Colima
PRODUCTIVIDAD,63.2,,Manzanillo
Crecimiento económico,51.96,,Manzanillo
Producto urbano per cápita,39.18,,Manzanillo
Relación de dependencia de la tercera edad,64.74,,Manzanillo
Aglomeración económica,59.91,,Manzanillo
Densidad económica,59.91,,Manzanillo
Empleo,77.74,,Manzanillo
Tasa de desempleo,86.62,,Manzanillo
Relación empleo-población,68.85,,Manzanillo
INFRAESTRUCTURA DE DESARROLLO,61.08,,Manzanillo
Infraestructura de vivienda,73.73,,Manzanillo
Vivienda durable,82.15,,Manzanillo
Acceso a agua mejorada,92.55,,Manzanillo
Espacio habitable suﬁciente,100.0,,Manzanillo
Densidad poblacional,20.23,,Manzanillo
Infraestructura social,68.15,,Manzanillo
Densidad de médicos,68.15,,Manzanillo
Infraestructura de comunicaciones,34.68,,Manzanillo
Acceso a Internet,25.91,,Manzanillo
Velocidad de banda ancha promedio,43.44,,Manzanillo
Movilidad urbana,65.15,,Manzanillo
Longitud de transporte masivo,,,Manzanillo
Fatalidades de tránsito,65.15,,Manzanillo
Forma urbana,63.67,,Manzanillo
Densidad de la interconexión vial,100.0,,Manzanillo
Densidad vial,40.72,,Manzanillo
Superﬁcie destinada a vías,50.3,,Manzanillo
CALIDAD DE VIDA,68.66,,Manzanillo
Salud,70.3,,Manzanillo
Esperanza de vida al nacer,73.35,,Manzanillo
Tasa de mortalidad de menores de 5 años,67.25,,Manzanillo
Educación,85.12,,Manzanillo
Tasa de alfabetización,94.18,,Manzanillo
Promedio de años de escolaridad,76.07,,Manzanillo
Seguridad y protección,60.61,,Manzanillo
Tasa de homicidios,60.61,,Manzanillo
Espacio público,58.62,,Manzanillo
Accesibilidad al espacio público abierto,65.27,,Manzanillo
Áreas verdes per cápita,51.97,,Manzanillo
EQUIDAD E INCLUSIÓN SOCIAL,73.27,,Manzanillo
Equidad económica,47.75,,Manzanillo
Coeﬁciente de Gini,44.09,,Manzanillo
Tasa de pobreza,51.41,,Manzanillo
Inclusión social,86.89,,Manzanillo
Viviendas en barrios precarios,90.18,,Manzanillo
Desempleo juvenil,83.6,,Manzanillo
Inclusión de género,85.18,,Manzanillo
Inscripción equitativa en educación a nivel secundario,85.18,,Manzanillo
SOSTENIBILIDAD AMBIENTAL,38.14,,Manzanillo
Calidad del aire,41.03,,Manzanillo
Número de estaciones de monitoreo,0.0,,Manzanillo
Concentraciones de material particulado,77.0,,Manzanillo
Concentración de CO2,46.08,,Manzanillo
Manejo de residuos,73.4,,Manzanillo
Recolección de residuos sólidos,94.21,,Manzanillo
Tratamiento de aguas residuales,52.59,,Manzanillo
Energía,0.0,,Manzanillo
Proporción de generación de energía renovable,0.0,,Manzanillo
GOBERNANZA Y LEGISLACIÓN URBANA,35.83,,Manzanillo
Participación y rendición de cuentas,55.81,,Manzanillo
Participación electoral,55.81,,Manzanillo
Capacidad institucional y ﬁnanzas municipales,51.67,,Manzanillo
Recaudación de ingresos propios,25.46,,Manzanillo
Deuda subnacional,34.53,,Manzanillo
Eﬁciencia del gasto local,95.0,,Manzanillo
Gobernanza de la urbanización,0.0,,Manzanillo
Eﬁciencia en el uso de suelo,0.0,,Manzanillo
PRODUCTIVIDAD,59.05,52.2,Tecomán
Crecimiento económico,38.59,36.1,Tecomán
Producto urbano per cápita,21.09,19.05,Tecomán
Relación de dependencia de la tercera edad,56.1,53.15,Tecomán
Aglomeración económica,57.52,56.33,Tecomán
Densidad económica,57.52,56.33,Tecomán
Empleo,81.04,80.28,Tecomán
Tasa de desempleo,93.15,92.16,Tecomán
Relación empleo-población,68.93,68.39,Tecomán
INFRAESTRUCTURA DE DESARROLLO,65.94,64.68,Tecomán
Infraestructura de vivienda,64.95,63.74,Tecomán
Vivienda durable,21.24,18.16,Tecomán
Acceso a agua mejorada,97.0,96.18,Tecomán
Espacio habitable suﬁciente,100.0,100.0,Tecomán
Densidad poblacional,41.58,40.63,Tecomán
Infraestructura social,63.45,60.34,Tecomán
Densidad de médicos,63.45,60.34,Tecomán
Infraestructura de comunicaciones,28.08,27.77,Tecomán
Acceso a Internet,12.71,12.09,Tecomán
Velocidad de banda ancha promedio,43.44,43.44,Tecomán
Movilidad urbana,97.81,96.73,Tecomán
Longitud de transporte masivo,,,Tecomán
Fatalidades de tránsito,97.81,96.73,Tecomán
Forma urbana,75.41,74.8,Tecomán
Densidad de la interconexión vial,100.0,100.0,Tecomán
Densidad vial,63.34,63.98,Tecomán
Superﬁcie destinada a vías,62.88,60.43,Tecomán
CALIDAD DE VIDA,63.82,63.81,Tecomán
